"id","アルバム名","曲名","URL","ディスク番号","曲番号","人気度","長さ","テンポ","拍子","キー","モード","アコースティック度","ダンス性","エネルギッシュさ","インスト度","ライブ感","音圧のデシベル値の平均","話し声度","ポジティブ度"
"11","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第2章「初仕事」 ~遙かなる山(山BGM)","https://open.spotify.com/track/5VUrh1Xea7smGmo63s178m","1","11","2","134840","100.015","4","5","0","0.01","0.683","0.61","0.853","0.111","-14.052","0.0496","0.803"
"12","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第2章「初仕事」 ~Penpe(ダンジョンBGM2)","https://open.spotify.com/track/5uFshJvSKZriLbTQQA82t3","1","12","1","96533","114.611","4","1","1","0.672","0.686","0.403","0.616","0.0898","-15.685","0.0441","0.119"
"13","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第2章「初仕事」 ~魔物たちとの対決(戦闘BGM)","https://open.spotify.com/track/2LaVXtRxGMyamgSGqX5WzB","1","13","4","139000","73.283","3","5","0","0.00402","0.341","0.533","0.0729","0.3","-14.76","0.0419","0.641"
"14","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第2章「初仕事」 ~勝利のテーマ(戦闘勝利BGM)","https://open.spotify.com/track/4igcp6GL0qckhYSyOh56fx","1","14","0","25293","39.82","4","4","1","0.213","0.295","0.598","0.499","0.366","-11.818","0.0382","0.287"
"15","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第3章「崩壊」 ~ロックロックランド(レナンカンプ・ロックランドBGM)","https://open.spotify.com/track/3W6JNk8gSgYA1z2Ve7TBN9","1","15","2","84200","141.225","4","2","1","0.0101","0.446","0.467","0.832","0.105","-12.63","0.0348","0.307"
"16","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第3章「崩壊」 ~緊迫のテーマ~アンサンブル編(イベント「解放軍アジト襲撃」より)","https://open.spotify.com/track/6QXwS0TeJehGQdRDnIcfmB","1","16","1","43973","157.88","5","0","1","0.822","0.537","0.495","0.797","0.2","-22.558","0.047","0.976"
"17","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第3章「崩壊」 ~悲しみのテーマ~アンサンブル編(イベント「オデッサの死」より)","https://open.spotify.com/track/4RiqF6Nusj1wmSNMgi9CCe","1","17","1","106293","71.108","4","9","1","0.937","0.214","0.27","0.921","0.528","-12.983","0.0346","0.14"
"18","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~悠久の流れ(セイカ・カク・コウアンの村BGM)","https://open.spotify.com/track/4fYF3ZOWzJc436yoQS8sxI","1","18","2","171507","77.647","4","8","1","0.195","0.181","0.317","0.864","0.0959","-11.851","0.0318","0.254"
"19","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~Joy Joy Time(サブゲームBGM)","https://open.spotify.com/track/1gCQTVvKO8mMRO4EPC7Z19","1","19","1","84333","146.854","4","7","1","0.0626","0.531","0.665","0.938","0.23","-12.546","0.0508","0.802"
"20","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~侵入(ダンジョンBGM1)","https://open.spotify.com/track/2Xc1Ha0QNkyiKfMcRIfFno","1","20","0","118693","115.666","4","6","1","0.196","0.72","0.301","0.046","0.215","-18.025","0.0409","0.212"
"21","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~神秘の森(エルフの村BGM)","https://open.spotify.com/track/09GOb0PMfbwpwRhm8rjGrs","1","21","2","109773","70.994","3","9","1","0.876","0.138","0.149","0.965","0.144","-11.726","0.0364","0.155"
"22","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~プライド高き人々(ドワーフの村BGM)","https://open.spotify.com/track/4YPam66LL5ae9TSylGydOH","1","22","1","120133","106.873","3","4","1","0.0357","0.567","0.49","0.876","0.267","-10.646","0.0304","0.779"
"23","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~絶望のテーマ(イベント「エルフの村焼失」より)","https://open.spotify.com/track/4DM6owBBAMBXDecFjChbNp","1","23","0","10893","0.0","0","1","1","0.267","0.0","0.0461","0.862","0.214","-16.794","0.0","0.0"
"24","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~ひとときのやすらぎ(アンティBGM)","https://open.spotify.com/track/1z3bJDtNmp99CS0vWbnh6I","1","24","1","297973","196.298","3","2","1","0.661","0.449","0.45","0.937","0.223","-13.357","0.0379","0.498"
"25","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~潮騒(テイエンBGM)","https://open.spotify.com/track/1vQLgwV7n7fqlBhHsdd5XY","1","25","2","253027","82.52","4","2","1","0.899","0.326","0.376","0.881","0.414","-16.017","0.0648","0.136"
"26","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~ヘンテコなテーマ(イベント「フリック危うし!キンバリーの誘惑」より)","https://open.spotify.com/track/2ek9jIXH9kiMsUbasPIjNB","1","26","1","77307","79.998","4","0","1","0.00415","0.518","0.41","0.0609","0.0953","-12.691","0.055","0.36"
"27","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~彼女は村の宝(イベント「ミーナの踊り」より)","https://open.spotify.com/track/2SMMKEcY32PIC8h8Wsl5P3","1","27","0","35200","139.582","4","4","1","0.299","0.77","0.904","0.884","0.782","-12.512","0.504","0.962"
"28","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~ナルシーのテーマ(イベント「ヴァンサン、ミルイヒの踊り」より)","https://open.spotify.com/track/5xriXauqbbNMm6k0frsGfl","1","28","1","200867","152.31","3","6","1","0.744","0.572","0.384","0.901","0.0991","-10.039","0.0311","0.616"
"29","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~ゴージャス・スカーレティシア(スカーテレィシア城BGM)","https://open.spotify.com/track/3hqBy9mADURri4y8kQnE19","1","29","1","185493","82.205","3","6","1","0.136","0.405","0.399","0.922","0.356","-11.387","0.0315","0.244"
"30","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第4章「運命の導くままに」 ~踊る少女(キーロフBGM)","https://open.spotify.com/track/3qnwwcaCEtwFvJBHbpXntC","1","30","1","148307","84.819","4","0","1","0.272","0.309","0.454","0.327","0.475","-11.094","0.031","0.444"
"31","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第5章「戦争」 ~激突!(:戦争BGM1)","https://open.spotify.com/track/08KxtuULVwJUCscUctsNYk","2","1","1","123093","139.862","4","7","1","0.0549","0.41","0.511","0.92","0.37","-14.866","0.0467","0.316"
"32","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第5章「戦争」 ~勝利の予感(:戦争BGM2)","https://open.spotify.com/track/0ng4B1ciSkKkJb2uclbexj","2","2","1","146533","146.096","4","1","0","0.00391","0.372","0.379","0.186","0.363","-15.766","0.0421","0.165"
"33","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第5章「戦争」 ~一触即発(一騎打ちBGM)","https://open.spotify.com/track/4TK8FOgkPMvWBPH1w7aufE","2","3","1","101840","76.509","4","6","1","0.618","0.393","0.702","0.93","0.299","-16.944","0.135","0.191"
"34","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第5章「戦争」 ~悲しみのテーマ~ギター編(イベント「テオの死」より)","https://open.spotify.com/track/7sEFQaXw54usoMm2rCqlUU","2","4","1","96760","123.328","4","6","0","0.936","0.36","0.0828","0.885","0.113","-18.823","0.0374","0.0722"
"35","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~静けさの中で(クロン寺院BGM)","https://open.spotify.com/track/4hutlibuFcZFWV0k6xxnlp","2","5","0","91973","74.521","4","2","1","0.0478","0.196","0.336","0.458","0.975","-18.122","0.149","0.179"
"36","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~集いし戦士たち(戦士の村BGM)","https://open.spotify.com/track/3WX9tMrmr8KHKcyOS88quI","2","6","2","233667","149.235","3","9","1","0.0437","0.44","0.585","0.951","0.281","-13.065","0.0353","0.836"
"37","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~緊迫のテーマ~インパクト編(イベント「ネルロード現る」より)","https://open.spotify.com/track/03ZcAlJt1kdzxJ1MDzJ2Ik","2","7","0","95560","82.034","4","0","1","0.745","0.447","0.0436","0.353","0.406","-18.855","0.0267","0.0398"
"38","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~ここだけの話(イベント「ゾラックの長話」より)","https://open.spotify.com/track/17uwy90TOxGoDsePy0pHV7","2","8","0","118600","57.407","3","3","1","0.84","0.0623","0.0403","0.893","0.182","-21.018","0.0454","0.039"
"39","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~失われた日々(隠された紋章の村BGM)","https://open.spotify.com/track/4NbfdMnx8VKptrQVUcTzTn","2","9","6","198440","94.04","4","11","0","0.561","0.546","0.247","0.411","0.118","-15.165","0.0394","0.159"
"40","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~パッサカリア(ネクロードの屋敷BGM)","https://open.spotify.com/track/7eraKwoHjBilKUkdJgrspU","2","10","1","239400","132.263","4","0","0","0.159","0.261","0.255","0.859","0.103","-11.605","0.0363","0.145"
"41","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~メインテーマ~アンサンブル編(イベント「ヒックスザヒーロー」より)","https://open.spotify.com/track/6FAEn6UYYwvGJVWve4J28W","2","11","1","122467","83.161","4","9","1","0.0453","0.374","0.329","0.748","0.369","-12.736","0.0284","0.206"
"42","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~水のほとりの砦(解放軍本拠地BGM1)","https://open.spotify.com/track/3Z6LJk5z053wVKD4z8P0Yd","2","12","2","122893","125.076","5","2","1","0.658","0.647","0.417","0.977","0.223","-11.617","0.0431","0.592"
"43","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~栄えし水のほとりの砦(解放軍本拠地BGM2)","https://open.spotify.com/track/06USPesvqPQVTQjSDFFp1z","2","13","3","150667","113.184","3","10","0","0.0333","0.586","0.492","0.831","0.0915","-11.098","0.0394","0.77"
"44","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~蒼い海、青い空(フィールドBGM2)","https://open.spotify.com/track/0Xwy1L6g8MmXVZQE1lO0wv","2","14","1","132267","114.737","4","5","0","0.602","0.383","0.511","0.935","0.182","-12.237","0.0356","0.406"
"45","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~An Old Irish Song(竜騎士の砦BGM)","https://open.spotify.com/track/1s4y0GOcvAtEzfRpG40fQq","2","15","1","203600","125.344","3","3","1","0.171","0.463","0.308","0.886","0.243","-13.465","0.0405","0.295"
"46","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第6章「解き明かされる謎」 ~Gate(モラビア城・関所BGM)","https://open.spotify.com/track/2DUvuPT2aDEuALjs9SN1qb","2","16","0","85173","164.034","4","1","0","0.287","0.778","0.172","0.856","0.0729","-19.488","0.0382","0.498"
"47","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第7章「最後の戦い」 ~月夜のテーマ(イベント「決戦前夜」より )","https://open.spotify.com/track/6J3Kop4FEcQ5uwbWnxiDnG","2","17","1","219467","80.556","4","10","1","0.506","0.277","0.188","1.07e-05","0.174","-14.011","0.0293","0.061"
"48","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第7章「最後の戦い」 ~出陣のテーマ(戦争BGM3)","https://open.spotify.com/track/7dOzmMCVxajL1nLcOAmnEV","2","18","2","185600","103.04","3","4","0","0.451","0.577","0.426","0.858","0.145","-13.141","0.034","0.377"
"49","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第7章「最後の戦い」 ~諸行無常の響き(荒廃したグレッグミンスターBGM)","https://open.spotify.com/track/3iDpoR4IAzLkiTfgmDHgLE","2","19","0","60800","66.631","3","8","1","0.623","0.133","0.761","0.987","0.116","-24.281","0.0393","0.0273"
"50","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第7章「最後の戦い」 ~最強の敵(ボス敵BGM)","https://open.spotify.com/track/4A4qxXQZwv2rUl7lmkl4Lw","2","20","1","142893","119.035","3","1","1","0.0113","0.335","0.436","0.127","0.262","-16.57","0.084","0.342"
"51","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第7章「最後の戦い」 ~緊迫のテーマ~Tama-dator(イベント「脱出」より)","https://open.spotify.com/track/77alH5SzyqJXMYfJtVbwKi","2","21","0","134173","113.655","3","0","1","0.198","0.522","0.473","0.918","0.134","-16.387","0.0517","0.148"
"52","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第7章「最後の戦い」 ~REQUIEM(エンディングBGM)","https://open.spotify.com/track/1WVh2pAYSyKYxqbAtdqIMx","2","22","1","112627","66.613","4","8","1","0.578","0.208","0.184","0.955","0.112","-16.078","0.0341","0.0597"
"53","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","第7章「最後の戦い」 ~Avetuneiro Antes Lance Mao~戦いは終わった~(エンディング)","https://open.spotify.com/track/0JhJKWBZ9bCW9FF1oB8iRu","2","23","2","235533","95.246","4","0","1","0.323","0.281","0.177","0.152","0.08","-18.078","0.033","0.0526"
"54","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","お風呂トロピカル~FURO-mix(風呂BGM3)","https://open.spotify.com/track/6qyRsaV0IrnuceRmiCUaRX","2","24","1","160040","112.964","3","3","1","0.391","0.54","0.545","0.747","0.751","-12.915","0.0409","0.621"
"55","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","呪いのお風呂「長湯は禁物」(風呂BGM4)","https://open.spotify.com/track/3JZNdDxRmE89YD3JdVPPjQ","2","25","0","30293","106.83","5","1","1","0.937","0.291","0.034","0.984","0.144","-24.499","0.0447","0.0"
"56","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","無念のテーマ(プレイヤー全滅BGM)","https://open.spotify.com/track/6IEHneMccODZHHMME91C0e","2","26","0","14600","0.0","0","6","0","0.367","0.0","0.043","0.876","0.267","-16.983","0.0","0.0"
"57","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","がっくり(ジングル1)","https://open.spotify.com/track/2cQQSbWRnke0nA8PSEf3Q5","2","27","0","5667","0.0","0","0","1","0.0","0.0","0.00101","0.0","0.0","-15.138","0.0","0.0"
"58","幻想水滸伝 ORIGINAL GAME SOUNDTRACK","ファンファーレ(ジングル2)","https://open.spotify.com/track/0aXmpYUKQClDlhhvJhUrkE","2","28","0","7800","0.0","0","4","1","0.0","0.0","0.000264","0.0","0.0","-12.532","0.0","0.0"
